Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Toxicity
Positive Regulation of Collagen Biosynthetic Process (GO:0032967),1/16,0.13332476504352744,0.33811998998840564,0,0,7.460263653483993,15.032187197608867,RUNX1,High
Epoxygenase P450 Pathway (GO:0019373),1/16,0.13332476504352744,0.33811998998840564,0,0,7.460263653483993,15.032187197608867,CYP2C19,High
Positive Regulation of Lipid Storage (GO:0010884),1/16,0.13332476504352744,0.33811998998840564,0,0,7.460263653483993,15.032187197608867,PLIN5,High
Positive Regulation of Superoxide Anion Generation (GO:0032930),1/16,0.13332476504352744,0.33811998998840564,0,0,7.460263653483993,15.032187197608867,PRKCE,High
Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663),1/16,0.13332476504352744,0.33811998998840564,0,0,7.460263653483993,15.032187197608867,PRKCE,High
Protein Localization to Vacuole (GO:0072665),1/16,0.13332476504352744,0.33811998998840564,0,0,7.460263653483993,15.032187197608867,GBP1,High
Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013),1/16,0.13332476504352744,0.33811998998840564,0,0,7.460263653483993,15.032187197608867,DLG1,High
DNA Replication (GO:0006260),2/73,0.1377624460873969,0.33811998998840564,0,0,3.1611715749039693,6.266151688554262,POLD2;POLE3,High
Embryonic Organ Development (GO:0048568),2/73,0.1377624460873969,0.33811998998840564,0,0,3.1611715749039693,6.266151688554262,RBP4;TEAD1,High
Heterochromatin Formation (GO:0031507),2/73,0.1377624460873969,0.33811998998840564,0,0,3.1611715749039693,6.266151688554262,UBR5;POLE3,High
Myeloid Leukocyte Differentiation (GO:0002573),2/74,0.14080171004806336,0.33811998998840564,0,0,3.117108585858586,6.110788057064149,UBD;RUNX1,High
DNA Biosynthetic Process (GO:0071897),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,POLD2,High
Regulation of Endothelial Cell Chemotaxis (GO:2001026),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,SMOC2,High
Negative Regulation of Ion Transmembrane Transporter Activity (GO:0032413),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,CALM2,High
acetyl-CoA Metabolic Process (GO:0006084),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,TDO2,High
Regulation of Mitochondrial Membrane Permeability (GO:0046902),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,BCL2L1,High
Negative Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,CNN1,High
Aromatic Amino Acid Family Catabolic Process (GO:0009074),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,FAH,High
Calcineurin-Mediated Signaling (GO:0097720),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,CALM2,High
Cellular Response to Cadmium Ion (GO:0071276),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,MT2A,High
Cellular Response to Copper Ion (GO:0071280),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,MT2A,High
Release of Cytochrome C From Mitochondria (GO:0001836),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,BCL2L1,High
Cellular Response to Zinc Ion (GO:0071294),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,MT2A,High
Cytoskeleton-Dependent Intracellular Transport (GO:0030705),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,TUBA1C,High
Defense Response to Symbiont (GO:0140546),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,GSDMB,High
Positive Regulation of Cartilage Development (GO:0061036),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,ZBTB16,High
Positive Regulation of Collagen Metabolic Process (GO:0010714),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,RUNX1,High
Positive Regulation of Dendrite Morphogenesis (GO:0050775),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,SS18L1,High
Ventricular Cardiac Muscle Cell Action Potential (GO:0086005),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,DLG1,High
Positive Regulation of Potassium Ion Transport (GO:0043268),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,DLG1,High
Positive Regulation of Smooth Muscle Cell Migration (GO:0014911),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,IGFBP5,High
Killing by Host of Symbiont Cells (GO:0051873),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,GSDMB,High
Leukotriene Biosynthetic Process (GO:0019370),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,GGT7,High
Prostanoid Biosynthetic Process (GO:0046457),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,S100A9,High
Protein Localization to Synapse (GO:0035418),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,DLG1,High
miRNA-mediated Gene Silencing by Inhibition of Translation (GO:0035278),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,TNRC6A,High
Modified Amino Acid Catabolic Process (GO:0042219),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,GGT7,High
Myoblast Fusion (GO:0007520),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,CACNA1H,High
Negative Regulation of Anoikis (GO:2000811),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,BCL2L1,High
Reg of Cardiac Muscle Contraction by Reg of the Release of Sequestered Calcium Ion (GO:0010881),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,CALM2,High
Regulation of Cartilage Development (GO:0061035),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,ZBTB16,High
Negative Regulation of Cation Transmembrane Transport (GO:1904063),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,PRKCE,High
Negative Regulation of Cellular Senescence (GO:2000773),1/17,0.1410443386808778,0.33811998998840564,0,0,6.99364406779661,13.698317611630321,S100A9,High
Positive Regulation of Metabolic Process (GO:0009893),3/147,0.14348329600776727,0.3432949953310838,0,0,2.342619047619048,4.5482807489156585,AKR1C1;AKR1C3;G0S2,High
Positive Regulation of Protein Localization to Nucleus (GO:1900182),2/75,0.14385539526981236,0.3435143454298638,0,0,3.074252801992528,5.9608122745639776,UBR5;CCT8,High
Regulation of Defense Response to Virus (GO:0050688),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,HERC5,High
NAD Metabolic Process (GO:0019674),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,GPD1,High
Rac Protein Signal Transduction (GO:0016601),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,RNASE1,High
Negative Regulation of Reproductive Process (GO:2000242),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,PAEP,High
Positive Regulation of Antigen Receptor-Mediated Signaling Pathway (GO:0050857),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,RPS3,High
Positive Regulation of Calcium Ion Transmembrane Transporter Activity (GO:1901021),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,CALM2,High
Positive Regulation of Cell Activation (GO:0050867),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,PLEK,High
Positive Regulation of Fatty Acid Metabolic Process (GO:0045923),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,MID1IP1,High
Positive Regulation of Focal Adhesion Assembly (GO:0051894),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,RNASE1,High
Extracellular Matrix Assembly (GO:0085029),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,MYH11,High
Positive Regulation of Lymphocyte Migration (GO:2000403),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,CXCL10,High
Positive Regulation of Triglyceride Metabolic Process (GO:0090208),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,PLIN5,High
Protein Branched Polyubiquitination (GO:0141198),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,UBR5,High
Protein Import Into Mitochondrial Matrix (GO:0030150),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,TOMM20,High
Mitochondrial Calcium Ion Transmembrane Transport (GO:0006851),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,HSPA9,High
Regulation of Bicellular Tight Junction Assembly (GO:2000810),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,RNASE1,High
Regulation of Calcium Ion Transmembrane Transporter Activity (GO:1901019),1/18,0.14869553623762846,0.34368307903980166,0,0,6.581920903954802,12.544183208435394,CALM2,High
Regulation of Cell Population Proliferation (GO:0042127),10/769,0.14897944738990637,0.34369081554168607,0,0,1.4949965493443755,2.846394074834225,CXCL10;CXCL11;CXCL9;STAT2;GLMN;AKR1C3;STX3;S100A9;IFIT3;RUNX1,High
Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901222),2/77,0.15000406394557486,0.3447560569105614,0,0,2.991969696969697,5.676044446045509,DLG1;RPS3,High
Nucleosome Organization (GO:0034728),2/77,0.15000406394557486,0.3447560569105614,0,0,2.991969696969697,5.676044446045509,POLE3;CABIN1,High
Protein Modification by Small Protein Conjugation (GO:0032446),5/316,0.15192526964771705,0.34618756943746276,0,0,1.81318885564002,3.416712385044576,HERC5;EID3;RNF213;UBD;UBC,High
Cell Chemotaxis (GO:0060326),2/78,0.1530980834660841,0.34618756943746276,0,0,2.952452153110048,5.540797557115202,RNASE1;CCL15,High
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),3/153,0.15604881223070435,0.34618756943746276,0,0,2.2482285714285712,4.176278867299686,CXCL10;CXCL11;CXCL9,High
Regulation of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,IGFBP5,High
Actin Nucleation (GO:0045010),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,LMOD1,High
Negative Regulation of Reactive Oxygen Species Metabolic Process (GO:2000378),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,PLIN5,High
Negative Regulation of Type I Interferon-Mediated Signaling Pathway (GO:0060339),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,STAT2,High
Nuclear Envelope Organization (GO:0006998),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,DMPK,High
Regulation of Smooth Muscle Cell Migration (GO:0014910),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,IGFBP5,High
Oxoacid Metabolic Process (GO:0043436),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,S100A9,High
Regulation of Tissue Remodeling (GO:0034103),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,RUNX1,High
Positive Regulation of Activated T Cell Proliferation (GO:0042104),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,RPS3,High
Positive Regulation of Axon Extension (GO:0045773),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,GOLGA4,High
Superoxide Anion Generation (GO:0042554),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,RNASE1,High
Positive Regulation of Mitochondrial Fission (GO:0090141),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,DCN,High
Positive Regulation of Neutrophil Chemotaxis (GO:0090023),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,RNASE1,High
Immunoglobulin Mediated Immune Response (GO:0016064),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,IGLL5,High
Maintenance of Gastrointestinal Epithelium (GO:0030277),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,RBP4,High
Maturation of 5.8S rRNA Frm Tricistronic rRNA Trnscpt (GO:0000466),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,RPS21,High
Negative Regulation of Calcium Ion Transmembrane Transporter Activity (GO:1901020),1/19,0.1562789599174832,0.34618756943746276,0,0,6.215944758317639,11.53749378505869,CALM2,High
Signal Transduction in Response to DNA Damage (GO:0042770),2/80,0.15932313841688295,0.3522939432503278,0,0,2.8764568764568765,5.283535884368036,RPS27L;PRPF19,High
Regulation of Collagen Biosynthetic Process (GO:0032965),1/20,0.16379520666899233,0.35702691845109535,0,0,5.888492417484389,10.653097581617864,RUNX1,High
B Cell Mediated Immunity (GO:0019724),1/20,0.16379520666899233,0.35702691845109535,0,0,5.888492417484389,10.653097581617864,IGLL5,High
Negative Regulation of Phosphate Metabolic Process (GO:0045936),1/20,0.16379520666899233,0.35702691845109535,0,0,5.888492417484389,10.653097581617864,PLEK,High
Reg of Mt Outer Membrane Permeabilization Inv in Apoptotic Sgnlng Pway (GO:1901028),1/20,0.16379520666899233,0.35702691845109535,0,0,5.888492417484389,10.653097581617864,BCL2L1,High
Positive Regulation of Monocyte Chemotaxis (GO:0090026),1/20,0.16379520666899233,0.35702691845109535,0,0,5.888492417484389,10.653097581617864,CXCL10,High
Heart Trabecula Morphogenesis (GO:0061384),1/20,0.16379520666899233,0.35702691845109535,0,0,5.888492417484389,10.653097581617864,RBP4,High
High-Density Lipoprotein Particle Remodeling (GO:0034375),1/20,0.16379520666899233,0.35702691845109535,0,0,5.888492417484389,10.653097581617864,APOC1,High
Hippo Signaling (GO:0035329),1/20,0.16379520666899233,0.35702691845109535,0,0,5.888492417484389,10.653097581617864,TEAD1,High
Positive Regulation of Cytokine Production (GO:0001819),5/325,0.16471556192008976,0.35839531678882763,0,0,1.7613800578034682,3.176710864021456,GLMN;RPS3;PAEP;S100A9;RUNX1,High
Negative Regulation of Blood Vessel Morphogenesis (GO:2000181),2/82,0.1655944928429995,0.3596688895969405,0,0,2.8042613636363636,5.0426600621550275,CXCL10;DCN,High
Protein Tetramerization (GO:0051262),2/83,0.1687464133476566,0.3604380817140044,0,0,2.7695005611672276,4.927933543641068,TDO2;CUTC,High
Neuron Development (GO:0048666),3/159,0.16894302879678502,0.3604380817140044,0,0,2.1610989010989012,3.842852512827003,THOC2;STX3;RUNX1,High
Skeletal System Development (GO:0001501),3/160,0.17112182310324014,0.3604380817140044,0,0,2.1472247497725205,3.7906666846589205,RBP4;ZBTB16;PRELP,High
DNA Repair-Dependent Chromatin Remodeling (GO:0140861),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,UBR5,High
Regulation of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,SMOC2,High
Regulation of Macrophage Chemotaxis (GO:0010758),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,S100A9,High
Negative Regulation of Signal Transduction by P53 Class Mediator (GO:1901797),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,S100A9,High
Regulation of Smooth Muscle Contraction (GO:0006940),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,CNN1,High
Response to Copper Ion (GO:0046688),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,MT2A,High
Sensory Perception of Pain (GO:0019233),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,SCN9A,High
Positive Regulation of Extracellular Matrix Organization (GO:1903055),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,RUNX1,High
Endothelial Cell Proliferation (GO:0001935),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,DLG1,High
Entrainment of Circadian Clock by Photoperiod (GO:0043153),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,PER1,High
Positive Regulation of Granulocyte Chemotaxis (GO:0071624),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,RNASE1,High
Positive Regulation of Lipid Catabolic Process (GO:0050996),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,PLIN5,High
Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage by P53 Class Mediator (GO:0042771),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,RPS27L,High
Negative Regulation of Calcium Ion Transmembrane Transport (GO:1903170),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,CALM2,High
Negative Regulation of Cation Channel Activity (GO:2001258),1/21,0.17124486821024534,0.3604380817140044,0,0,5.5937853107344635,9.871133487750082,CALM2,High
Response to Lipopolysaccharide (GO:0032496),3/161,0.17330873563427487,0.3641564342229618,0,0,2.133526220614828,3.7393901784982346,CXCL10;CXCL9;S100A8,High
DNA Damage Response (GO:0006974),6/421,0.17388497408477072,0.3646999176574479,0,0,1.6312972821518632,2.853728280110964,EID3;MGMT;UBR5;POLE3;RPS3;BCL2L1,High
Actomyosin Structure Organization (GO:0031032),2/85,0.1750805635752006,0.3646999176574479,0,0,2.7024917853231107,4.709116387277822,LMOD1;MYH11,High
Regulation of Cell Division (GO:0051302),2/85,0.1750805635752006,0.3646999176574479,0,0,2.7024917853231107,4.709116387277822,CALM2;BCL2L1,High
Regulation of Apoptotic Process (GO:0042981),9/704,0.17695806626877814,0.3646999176574479,0,0,1.4656081052317909,2.538202387709057,HSPA9;CXCL10;MGMT;UBD;RPS3;S100A9;IFIT3;IFIT2;BCL2L1,High
Positive Regulation of Response to External Stimulus (GO:0032103),3/163,0.1777063425673757,0.3646999176574479,0,0,2.106642857142857,3.6394843407950956,STX3;S100A9;S100A8,High
Fc-gamma Receptor Signaling Pathway Involved in Phagocytosis (GO:0038096),1/22,0.17862853109752552,0.3646999176574479,0,0,5.32714554748453,9.175725199399695,PRKCE,High
Negative Regulation of Microtubule Depolymerization (GO:0007026),1/22,0.17862853109752552,0.3646999176574479,0,0,5.32714554748453,9.175725199399695,MID1IP1,High
Androgen Metabolic Process (GO:0008209),1/22,0.17862853109752552,0.3646999176574479,0,0,5.32714554748453,9.175725199399695,UGT2B7,High
Regulation of Steroid Metabolic Process (GO:0019218),1/22,0.17862853109752552,0.3646999176574479,0,0,5.32714554748453,9.175725199399695,UGT1A1,High
Photoperiodism (GO:0009648),1/22,0.17862853109752552,0.3646999176574479,0,0,5.32714554748453,9.175725199399695,PER1,High
Epithelial Structure Maintenance (GO:0010669),1/22,0.17862853109752552,0.3646999176574479,0,0,5.32714554748453,9.175725199399695,RBP4,High
Positive Regulation of Telomere Maintenance via Telomerase (GO:0032212),1/22,0.17862853109752552,0.3646999176574479,0,0,5.32714554748453,9.175725199399695,CCT8,High
Post-Transcriptional Gene Silencing (GO:0016441),1/22,0.17862853109752552,0.3646999176574479,0,0,5.32714554748453,9.175725199399695,HELZ2,High
Monocarboxylic Acid Catabolic Process (GO:0072329),1/22,0.17862853109752552,0.3646999176574479,0,0,5.32714554748453,9.175725199399695,FAH,High
Regulation of Anoikis (GO:2000209),1/22,0.17862853109752552,0.3646999176574479,0,0,5.32714554748453,9.175725199399695,BCL2L1,High
Negative Regulation of T Cell Receptor Signaling Pathway (GO:0050860),1/22,0.17862853109752552,0.3646999176574479,0,0,5.32714554748453,9.175725199399695,GBP1,High
Regulation of Cardiac Muscle Contraction by Calcium Ion Signaling (GO:0010882),1/22,0.17862853109752552,0.3646999176574479,0,0,5.32714554748453,9.175725199399695,CALM2,High
Positive Regulation of Programmed Cell Death (GO:0043068),4/248,0.18036919683492875,0.36621350722817003,0,0,1.8445449406444319,3.159243305262072,HSPA9;UBD;IFIT2;BCL2L1,High
Cellular Response to Tumor Necrosis Factor (GO:0071356),2/87,0.18145230216973432,0.36621350722817003,0,0,2.6386363636363637,4.503525485181253,RPS3;GBP1,High
Positive Regulation of Endothelial Cell Migration (GO:0010595),2/88,0.18465123311625165,0.36621350722817003,0,0,2.6078224101479917,4.405359086447891,SMOC2;RNASE1,High
Negative Regulation of Interleukin-2 Production (GO:0032703),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,GBP1,High
Regulation of Mitochondrial Translation (GO:0070129),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,UQCC2,High
Negative Regulation of Smoothened Signaling Pathway (GO:0045879),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,UBR5,High
Nuclear Membrane Reassembly (GO:0031468),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,UBXN2B,High
Nucleotide-Sugar Biosynthetic Process (GO:0009226),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,CMAS,High
poly(A)+ mRNA Export From Nucleus (GO:0016973),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,THOC2,High
Cholesterol Efflux (GO:0033344),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,APOC1,High
Retinol Metabolic Process (GO:0042572),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,RBP4,High
Dendritic Cell Differentiation (GO:0097028),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,UBD,High
Positive Regulation of Cell-Substrate Junction Organization (GO:0150117),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,RNASE1,High
Positive Regulation of Lamellipodium Assembly (GO:0010592),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,RNASE1,High
Eye Morphogenesis (GO:0048592),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,MFAP5,High
Translesion Synthesis (GO:0019985),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,POLD2,High
Glial Cell Development (GO:0021782),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,S100A9,High
Hepaticobiliary System Development (GO:0061008),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,UGT1A7,High
Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,FPR1,High
Iron-Sulfur Cluster Assembly (GO:0016226),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,HSPA9,High
Metallo-Sulfur Cluster Assembly (GO:0031163),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,HSPA9,High
Purine Ribonucleotide Transport (GO:0015868),1/23,0.1859467767313647,0.36621350722817003,0,0,5.084745762711864,8.554041319435186,ABCC6,High
Cytokine-Mediated Signaling Pathway (GO:0019221),4/255,0.19285650651003458,0.37212299098065205,0,0,1.792462334569767,2.9500503846183714,CXCL10;CXCL11;CXCL9;CCL15,High
Negative Regulation of Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:2001240),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,BCL2L1,High
Negative Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902042),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,BCL2L1,High
Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,PRKCE,High
Regulation of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,KDM5D,High
Regulation of Lipid Storage (GO:0010883),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,PLIN5,High
Adenine Nucleotide Transport (GO:0051503),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,ABCC6,High
Negative Regulation of Response to Wounding (GO:1903035),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,CERS2,High
Negative Regulation of Signal Transduction in Absence of Ligand (GO:1901099),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,BCL2L1,High
Regulation of Myotube Differentiation (GO:0010830),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,DMPK,High
Regulation of Release of Sequestered Calcium Ion Into Cytosol by Sarcoplasmic Reticulum (GO:0010880),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,CALM2,High
Cellular Response to Steroid Hormone Stimulus (GO:0071383),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,AKR1C3,High
Myotube Differentiation (GO:0014902),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,CACNA1H,High
Regulation of Cholesterol Transport (GO:0032374),1/24,0.1932001814397508,0.37212299098065205,0,0,4.863424220093343,7.995607626987774,APOC1,High
Positive Regulation of Gene Expression (GO:0010628),6/436,0.19380542928958022,0.37270274863380815,0,0,1.5731746890210925,2.5814232360706284,UBR5;GLMN;RPS3;RPS27L;S100A9;ACTG2,High
Calcium-Mediated Signaling (GO:0019722),2/91,0.1942954653276481,0.3730594749629607,0,0,2.519535240040858,4.127944207458978,DMPK;CALM2,High
Positive Regulation of Cell Adhesion (GO:0045785),2/92,0.19752472426918777,0.37489595070008763,0,0,2.4914141414141415,4.040803459556901,STX3;RNASE1,High
Regulation of Cytokine Production (GO:0001817),3/172,0.19785987591958437,0.37489595070008763,0,0,1.993541842772612,3.229928910624599,PER1;GLMN;S100A9,High
Negative Regulation of Protein Depolymerization (GO:1901880),1/25,0.20038931647953395,0.37489595070008763,0,0,4.660546139359699,7.491796330644688,MID1IP1,High
Bile Acid Biosynthetic Process (GO:0006699),1/25,0.20038931647953395,0.37489595070008763,0,0,4.660546139359699,7.491796330644688,AKR1C4,High
Regulation of Protein Processing (GO:0070613),1/25,0.20038931647953395,0.37489595070008763,0,0,4.660546139359699,7.491796330644688,RUNX1,High
Cardiac Muscle Cell Development (GO:0055013),1/25,0.20038931647953395,0.37489595070008763,0,0,4.660546139359699,7.491796330644688,MYH11,High
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),1/25,0.20038931647953395,0.37489595070008763,0,0,4.660546139359699,7.491796330644688,HSPA9,High
Cholesterol Biosynthetic Process (GO:0006695),1/25,0.20038931647953395,0.37489595070008763,0,0,4.660546139359699,7.491796330644688,SC5D,High
Sulfur Compound Catabolic Process (GO:0044273),1/25,0.20038931647953395,0.37489595070008763,0,0,4.660546139359699,7.491796330644688,GGT7,High
